"UniProtID","PathwayID","Pathway.name","reaction.ID","Plant.Reactome.webcite","Reaction.name","plant.species"
"A3A4D0","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1119657","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119657","trans-zeatin+UDP-D-glucose->trans-zeatin-O-glucoside+UDP","Oryza sativa"
"A3A4D0","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1120506","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120506","dihydrozeatin-9-N-glucoside+UDP-D-glucose->dihydrozeatin-9-N-glucoside-O-glucoside+UDP","Oryza sativa"
"A3A4D0","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1120018","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120018","dihydrozeatin+UDP-D-glucose->dihydrozeatin-O-glucoside+UDP","Oryza sativa"
"A3A4X1","R-OSA-5632095","Brassinosteroid signaling","R-OSA-5632169","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5632169","Phospho GSK is dephosphorylated","Oryza sativa"
"A3A4X1","R-OSA-5632095","Brassinosteroid signaling","R-OSA-5632185","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5632185","BZR/BES is phosphorylated","Oryza sativa"
"A3A6A3","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1120104","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120104","cis-zeatin+UDP-D-glucose->cis-zeatin-O-glucoside+UDP","Oryza sativa"
"A3A6A3","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1120018","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120018","dihydrozeatin+UDP-D-glucose->dihydrozeatin-O-glucoside+UDP","Oryza sativa"
"A3A6A3","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1120506","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120506","dihydrozeatin-9-N-glucoside+UDP-D-glucose->dihydrozeatin-9-N-glucoside-O-glucoside+UDP","Oryza sativa"
"A3A6A3","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1119657","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119657","trans-zeatin+UDP-D-glucose->trans-zeatin-O-glucoside+UDP","Oryza sativa"
"A3A7W9","R-OSA-1119460","Isoleucine biosynthesis from threonine","R-OSA-1120036","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120036","acetolactate synthase","Oryza sativa"
"A3A7W9","R-OSA-1119460","Isoleucine biosynthesis from threonine","R-OSA-1119750","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119750","acetolactate synthase","Oryza sativa"
"A3A7W9","R-OSA-1119600","Valine biosynthesis","R-OSA-1120036","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120036","acetolactate synthase","Oryza sativa"
"A3A7W9","R-OSA-1119600","Valine biosynthesis","R-OSA-1119750","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119750","acetolactate synthase","Oryza sativa"
"A3A871","R-OSA-9610720","Oryzalide A biosynthesis","R-OSA-9610736","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-9610736","ent-2alpha-hydroxyisokaurene biosynthesis","Oryza sativa"
"A3A8M2","R-OSA-1119533","TCA cycle (plant)","R-OSA-1120194","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120194","isocitrate + NAD+ => 2-oxoglutarate + CO2 + NADH + H+","Oryza sativa"
"A3A8M2","R-OSA-1119533","TCA cycle (plant)","R-OSA-1120159","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120159","3-isopropylmalate dehydrogenase","Oryza sativa"
"A3A8M2","R-OSA-1119540","Leucine biosynthesis","R-OSA-1120194","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120194","isocitrate + NAD+ => 2-oxoglutarate + CO2 + NADH + H+","Oryza sativa"
"A3A8M2","R-OSA-1119540","Leucine biosynthesis","R-OSA-1120159","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120159","3-isopropylmalate dehydrogenase","Oryza sativa"
"A3A9S7","R-OSA-1119263","Arginine biosynthesis I","R-OSA-1121171","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121171","Acetylglutamate kinase","Oryza sativa"
"A3A9S7","R-OSA-1119539","Ornithine biosynthesis","R-OSA-1121171","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121171","Acetylglutamate kinase","Oryza sativa"
"A3A9S7","R-OSA-1119622","Arginine biosynthesis II (acetyl cycle)","R-OSA-1121171","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121171","Acetylglutamate kinase","Oryza sativa"
"A3A9Y5","R-OSA-1119367","Polyisoprenoid biosynthesis","R-OSA-4789539","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-4789539","(2E,6E)-farnesyl diphosphate synthase","Oryza sativa"
"A3A9Y5","R-OSA-1119367","Polyisoprenoid biosynthesis","R-OSA-1119981","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119981","(2E,6E)-farnesyl diphosphate synthase","Oryza sativa"
"A3A9Y5","R-OSA-1119526","Trans,trans-farnesyl diphosphate biosynthesis","R-OSA-4789539","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-4789539","(2E,6E)-farnesyl diphosphate synthase","Oryza sativa"
"A3A9Y5","R-OSA-1119526","Trans,trans-farnesyl diphosphate biosynthesis","R-OSA-1119981","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119981","(2E,6E)-farnesyl diphosphate synthase","Oryza sativa"
"A3A9Y5","R-OSA-1119545","Geranylgeranyldiphosphate biosynthesis II (plastidic)","R-OSA-4789539","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-4789539","(2E,6E)-farnesyl diphosphate synthase","Oryza sativa"
"A3A9Y5","R-OSA-1119545","Geranylgeranyldiphosphate biosynthesis II (plastidic)","R-OSA-1119981","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119981","(2E,6E)-farnesyl diphosphate synthase","Oryza sativa"
"A3AA47","R-OSA-1119464","Methylerythritol phosphate pathway","R-OSA-1120374","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120374","2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase","Oryza sativa"
"A3AA85","R-OSA-1119430","Chorismate biosynthesis","R-OSA-1120248","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120248","shikimate-kinase","Oryza sativa"
"A3AAD7","R-OSA-1119316","Phenylpropanoid biosynthesis","R-OSA-1120716","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120716","ferulate+coenzyme A+ATP->feruloyl-CoA+AMP+diphosphate","Oryza sativa"
"A3AAD7","R-OSA-1119316","Phenylpropanoid biosynthesis","R-OSA-1121572","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121572","caffeate+coenzyme A+ATP->caffeoyl-CoA+AMP+diphosphate","Oryza sativa"
"A3AAD7","R-OSA-1119316","Phenylpropanoid biosynthesis","R-OSA-1121022","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121022","4-coumarate--CoA ligase","Oryza sativa"
"A3AAD7","R-OSA-1119418","Suberin biosynthesis","R-OSA-1120716","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120716","ferulate+coenzyme A+ATP->feruloyl-CoA+AMP+diphosphate","Oryza sativa"
"A3AAD7","R-OSA-1119418","Suberin biosynthesis","R-OSA-1121572","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121572","caffeate+coenzyme A+ATP->caffeoyl-CoA+AMP+diphosphate","Oryza sativa"
"A3AAD7","R-OSA-1119418","Suberin biosynthesis","R-OSA-1121022","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121022","4-coumarate--CoA ligase","Oryza sativa"
"A3AAD7","R-OSA-1119531","Flavonoid biosynthesis","R-OSA-1120716","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120716","ferulate+coenzyme A+ATP->feruloyl-CoA+AMP+diphosphate","Oryza sativa"
"A3AAD7","R-OSA-1119531","Flavonoid biosynthesis","R-OSA-1121572","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121572","caffeate+coenzyme A+ATP->caffeoyl-CoA+AMP+diphosphate","Oryza sativa"
"A3AAD7","R-OSA-1119531","Flavonoid biosynthesis","R-OSA-1121022","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121022","4-coumarate--CoA ligase","Oryza sativa"
"A3AAK1","R-OSA-1119263","Arginine biosynthesis I","R-OSA-1121280","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121280","carbamoyl-phosphate synthetase (glutamine-hydrolysing)","Oryza sativa"
"A3AAK1","R-OSA-1119622","Arginine biosynthesis II (acetyl cycle)","R-OSA-1121280","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121280","carbamoyl-phosphate synthetase (glutamine-hydrolysing)","Oryza sativa"
"A3AAR2","R-OSA-1119386","UDP-N-acetylgalactosamine biosynthesis","R-OSA-1121665","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121665","Glucosamine-phosphate N-acetyltransferase","Oryza sativa"
"A3AB86","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1120018","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120018","dihydrozeatin+UDP-D-glucose->dihydrozeatin-O-glucoside+UDP","Oryza sativa"
"A3AB86","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1120506","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120506","dihydrozeatin-9-N-glucoside+UDP-D-glucose->dihydrozeatin-9-N-glucoside-O-glucoside+UDP","Oryza sativa"
"A3AB86","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1119657","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119657","trans-zeatin+UDP-D-glucose->trans-zeatin-O-glucoside+UDP","Oryza sativa"
"A3AB86","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1120104","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120104","cis-zeatin+UDP-D-glucose->cis-zeatin-O-glucoside+UDP","Oryza sativa"
"A3ABS4","R-OSA-1119291","Nitrate assimilation","R-OSA-5683289","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5683289","nitrate reductase (NADH)","Oryza sativa"
"A3AC56","R-OSA-1119516","Trehalose biosynthesis I","R-OSA-1121188","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121188","alpha,alpha-trehalose-phosphate synthase (UDP-forming)","Oryza sativa"
"A3AD92","R-OSA-1119460","Isoleucine biosynthesis from threonine","R-OSA-1121224","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121224","Branched-chain amino acid aminotransferase","Oryza sativa"
"A3AD92","R-OSA-1119460","Isoleucine biosynthesis from threonine","R-OSA-2885728","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-2885728","branched-chain amino acid aminotransferase - reverse","Oryza sativa"
"A3AD92","R-OSA-1119460","Isoleucine biosynthesis from threonine","R-OSA-1121514","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121514","Branched-chain amino acid aminotransferase","Oryza sativa"
"A3AD92","R-OSA-1119460","Isoleucine biosynthesis from threonine","R-OSA-1120563","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120563","branched-chain amino acid aminotransferase","Oryza sativa"
"A3AD92","R-OSA-1119496","Pantothenate biosynthesis I","R-OSA-1121224","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121224","Branched-chain amino acid aminotransferase","Oryza sativa"
"A3AD92","R-OSA-1119496","Pantothenate biosynthesis I","R-OSA-2885728","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-2885728","branched-chain amino acid aminotransferase - reverse","Oryza sativa"
"A3AD92","R-OSA-1119496","Pantothenate biosynthesis I","R-OSA-1121514","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121514","Branched-chain amino acid aminotransferase","Oryza sativa"
"A3AD92","R-OSA-1119496","Pantothenate biosynthesis I","R-OSA-1120563","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120563","branched-chain amino acid aminotransferase","Oryza sativa"
"A3AD92","R-OSA-1119540","Leucine biosynthesis","R-OSA-1121224","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121224","Branched-chain amino acid aminotransferase","Oryza sativa"
"A3AD92","R-OSA-1119540","Leucine biosynthesis","R-OSA-2885728","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-2885728","branched-chain amino acid aminotransferase - reverse","Oryza sativa"
"A3AD92","R-OSA-1119540","Leucine biosynthesis","R-OSA-1121514","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121514","Branched-chain amino acid aminotransferase","Oryza sativa"
"A3AD92","R-OSA-1119540","Leucine biosynthesis","R-OSA-1120563","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120563","branched-chain amino acid aminotransferase","Oryza sativa"
"A3AD92","R-OSA-1119544","Pantothenate biosynthesis II","R-OSA-1121224","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121224","Branched-chain amino acid aminotransferase","Oryza sativa"
"A3AD92","R-OSA-1119544","Pantothenate biosynthesis II","R-OSA-2885728","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-2885728","branched-chain amino acid aminotransferase - reverse","Oryza sativa"
"A3AD92","R-OSA-1119544","Pantothenate biosynthesis II","R-OSA-1121514","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121514","Branched-chain amino acid aminotransferase","Oryza sativa"
"A3AD92","R-OSA-1119544","Pantothenate biosynthesis II","R-OSA-1120563","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120563","branched-chain amino acid aminotransferase","Oryza sativa"
"A3AD92","R-OSA-1119600","Valine biosynthesis","R-OSA-1121224","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121224","Branched-chain amino acid aminotransferase","Oryza sativa"
"A3AD92","R-OSA-1119600","Valine biosynthesis","R-OSA-2885728","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-2885728","branched-chain amino acid aminotransferase - reverse","Oryza sativa"
"A3AD92","R-OSA-1119600","Valine biosynthesis","R-OSA-1121514","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121514","Branched-chain amino acid aminotransferase","Oryza sativa"
"A3AD92","R-OSA-1119600","Valine biosynthesis","R-OSA-1120563","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120563","branched-chain amino acid aminotransferase","Oryza sativa"
"A3ADI5","R-OSA-1119615","Mevalonate pathway","R-OSA-1120444","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120444","Hydroxymethylglutaryl-CoA synthase","Oryza sativa"
"A3AE70","R-OSA-1119344","Hydroxycinnamic acid serotonin amides biosynthesis","R-OSA-1120063","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120063","serotonin+(E)-cinnamoyl-CoA->H++cinnamoylserotonin+coenzyme A","Oryza sativa"
"A3AE70","R-OSA-1119344","Hydroxycinnamic acid serotonin amides biosynthesis","R-OSA-1119839","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119839","feruloyl-CoA+serotonin->H++feruloylserotonin+coenzyme A","Oryza sativa"
"A3AE70","R-OSA-1119344","Hydroxycinnamic acid serotonin amides biosynthesis","R-OSA-1120840","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120840","4-coumaroyl-CoA+serotonin->H++p-coumaroylserotonin+coenzyme A","Oryza sativa"
"A3AE70","R-OSA-1119344","Hydroxycinnamic acid serotonin amides biosynthesis","R-OSA-1119798","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119798","serotonin+caffeoyl-CoA->H++caffeoylserotonin+coenzyme A","Oryza sativa"
"A3AEW7","R-OSA-4827054","Tetrapyrrole biosynthesis I","R-OSA-4827058","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-4827058","uroporphyrinogen-III synthase","Oryza sativa"
"A3AGB3","R-OSA-1119438","Secologanin and strictosidine biosynthesis","R-OSA-1120512","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120512","Strictosidine synthase","Oryza sativa"
"A3AJ77","R-OSA-1119506","tyrosine degradation I","R-OSA-1119683","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119683","Fumarylacetoacetase","Oryza sativa"
"A3AJG2","R-OSA-1119332","Jasmonic acid biosynthesis","R-OSA-1119827","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119827","Allene-oxide cyclase","Oryza sativa"
"A3AKT9","R-OSA-1112965","Recycling of eIF2:GDP","R-OSA-1113148","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113148","Formation of eIF2:GDP:eIF2B intermediate","Oryza sativa"
"A3AKT9","R-OSA-1112965","Recycling of eIF2:GDP","R-OSA-1113161","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113161","eIF2 activation","Oryza sativa"
"A3AMF6","R-OSA-1119477","Starch biosynthesis","R-OSA-1120965","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120965","Glucose-1-phosphate adenylyltransferase","Oryza sativa"
"A3AMQ8","R-OSA-1119438","Secologanin and strictosidine biosynthesis","R-OSA-1120512","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120512","Strictosidine synthase","Oryza sativa"
"A3ANM5","R-OSA-1119494","Tryptophan biosynthesis","R-OSA-1119851","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119851","Tryptophan synthase","Oryza sativa"
"A3ANM5","R-OSA-1119494","Tryptophan biosynthesis","R-OSA-1120885","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120885","Indole-3-glycerol-phosphate lyase","Oryza sativa"
"A3ANM6","R-OSA-1119494","Tryptophan biosynthesis","R-OSA-1120885","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120885","Indole-3-glycerol-phosphate lyase","Oryza sativa"
"A3ANM6","R-OSA-1119494","Tryptophan biosynthesis","R-OSA-1119851","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119851","Tryptophan synthase","Oryza sativa"
"A3APX7","R-OSA-1119294","Gibberellin biosynthesis III (early C-13 hydroxylation)","R-OSA-1119676","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119676","GA20+alpha-ketoglutarate+O2->GA1+succinate+CO2","Oryza sativa"
"A3APX7","R-OSA-1119294","Gibberellin biosynthesis III (early C-13 hydroxylation)","R-OSA-1120898","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120898","GA44+alpha-ketoglutarate+O2->GA19+succinate+CO2","Oryza sativa"
"A3AQC6","R-OSA-1119388","IAA biosynthesis VI (via indole-3-acetamide)","R-OSA-1120306","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120306","indole acetamide hydrolase/amidase","Oryza sativa"
"A3AR63","R-OSA-1119353","Linear furanocoumarin biosynthesis","R-OSA-1120376","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120376","umbelliferone+dimethylallyl-PP->demethylsuberosin+diphosphate","Oryza sativa"
"A3AR70","R-OSA-1119353","Linear furanocoumarin biosynthesis","R-OSA-1120376","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120376","umbelliferone+dimethylallyl-PP->demethylsuberosin+diphosphate","Oryza sativa"
"A3ARJ5","R-OSA-1119308","Momilactone biosynthesis","R-OSA-1121143","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121143","3beta-Hydroxy-9beta-pimara-7,15-diene-19,6beta-olide->momilactone A","Oryza sativa"
"A3ARM1","R-OSA-1119486","IAA biosynthesis I","R-OSA-1120968","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120968","L-tryptophan+NADPH+O2->indole-3-acetaldoxime+CO2+NADP++H2O","Oryza sativa"
"A3ARN7","R-OSA-1119452","Galactose degradation II","R-OSA-1120067","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120067","Sucrose synthase","Oryza sativa"
"A3ARN7","R-OSA-1119465","Sucrose biosynthesis","R-OSA-1120067","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120067","Sucrose synthase","Oryza sativa"
"A3AS24","R-OSA-1119350","Calystegine biosynthesis","R-OSA-1120319","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120319","Tropinone reductase","Oryza sativa"
"A3ASF3","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1120506","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120506","dihydrozeatin-9-N-glucoside+UDP-D-glucose->dihydrozeatin-9-N-glucoside-O-glucoside+UDP","Oryza sativa"
"A3ASF3","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1120018","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120018","dihydrozeatin+UDP-D-glucose->dihydrozeatin-O-glucoside+UDP","Oryza sativa"
"A3ASF3","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1119657","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119657","trans-zeatin+UDP-D-glucose->trans-zeatin-O-glucoside+UDP","Oryza sativa"
"A3ASF3","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1120104","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120104","cis-zeatin+UDP-D-glucose->cis-zeatin-O-glucoside+UDP","Oryza sativa"
"A3ASG0","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1120506","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120506","dihydrozeatin-9-N-glucoside+UDP-D-glucose->dihydrozeatin-9-N-glucoside-O-glucoside+UDP","Oryza sativa"
"A3ASG0","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1120104","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120104","cis-zeatin+UDP-D-glucose->cis-zeatin-O-glucoside+UDP","Oryza sativa"
"A3ASG0","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1119657","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119657","trans-zeatin+UDP-D-glucose->trans-zeatin-O-glucoside+UDP","Oryza sativa"
